abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/components/mlme/core/src/wlan_mlme_main.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/components/mlme/dispatcher/src/wlan_mlme_api.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/components/tdls/core/src/wlan_tdls_peer.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/components/umac/mlme/connection_mgr/dispatcher/src/wlan_cm_tgt_if_tx_api.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/core/hdd/src/wlan_hdd_cfg80211.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/core/hdd/src/wlan_hdd_ioctl.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/core/hdd/src/wlan_hdd_main.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/core/hdd/src/wlan_hdd_oemdata.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/core/hdd/src/wlan_hdd_regulatory.c
abhinav.jain,Convergence - WiFi Part /SRI-Noida,Convergence - WiFi Part ,drivers/net/wireless/qualcomm/qca6390/qcacld-3.0/core/hdd/src/wlan_hdd_tdls.c
